time,temp,weather,wind,humidity,barometer,visibility
"00:50
Sat, 1 Jan",13 °C,Passing clouds.,12 mph,94%,1019 mbar,6 km
01:50,13 °C,Low clouds.,13 mph,94%,1019 mbar,N/A
02:50,13 °C,Low clouds.,12 mph,94%,1019 mbar,N/A
03:50,13 °C,Mostly cloudy.,8 mph,88%,1019 mbar,N/A
04:50,13 °C,Partly cloudy.,10 mph,88%,1019 mbar,N/A
05:50,13 °C,Partly cloudy.,8 mph,88%,1018 mbar,N/A
06:50,13 °C,Passing clouds.,12 mph,88%,1017 mbar,N/A
07:50,12 °C,Partly cloudy.,10 mph,88%,1017 mbar,N/A
08:50,13 °C,Sunny.,13 mph,82%,1017 mbar,16 km
09:50,13 °C,Sunny.,13 mph,82%,1017 mbar,16 km
10:50,15 °C,Partly sunny.,15 mph,68%,1017 mbar,N/A
11:50,15 °C,Broken clouds.,13 mph,72%,1017 mbar,N/A
12:50,15 °C,Broken clouds.,12 mph,72%,1016 mbar,N/A
13:50,14 °C,Mostly cloudy.,10 mph,82%,1015 mbar,N/A
14:50,14 °C,Partly sunny.,15 mph,82%,1016 mbar,N/A
15:50,13 °C,Partly sunny.,10 mph,88%,1016 mbar,N/A
16:50,13 °C,Passing clouds.,12 mph,88%,1016 mbar,N/A
17:50,14 °C,Partly cloudy.,14 mph,82%,1016 mbar,N/A
18:50,13 °C,Partly cloudy.,13 mph,88%,1015 mbar,N/A
19:50,13 °C,Passing clouds.,13 mph,88%,1015 mbar,N/A
20:50,13 °C,Partly cloudy.,13 mph,88%,1014 mbar,N/A
21:50,13 °C,Partly cloudy.,10 mph,88%,1014 mbar,N/A
22:50,13 °C,Passing clouds.,10 mph,88%,1013 mbar,N/A
23:50,13 °C,Passing clouds.,8 mph,88%,1013 mbar,N/A
"00:50
Sun, 2 Jan",13 °C,Passing clouds.,8 mph,88%,1012 mbar,N/A
01:50,13 °C,Passing clouds.,7 mph,88%,1011 mbar,N/A
02:50,13 °C,Passing clouds.,8 mph,88%,1010 mbar,N/A
03:50,12 °C,Partly cloudy.,8 mph,94%,1009 mbar,N/A
04:50,12 °C,Passing clouds.,10 mph,94%,1009 mbar,N/A
05:50,12 °C,Passing clouds.,16 mph,88%,1008 mbar,N/A
06:50,12 °C,Passing clouds.,16 mph,82%,1009 mbar,N/A
08:20,11 °C,Partly sunny.,12 mph,82%,1010 mbar,N/A
08:50,11 °C,Partly sunny.,13 mph,82%,1011 mbar,N/A
09:20,11 °C,Scattered clouds.,14 mph,82%,1011 mbar,N/A
09:50,11 °C,Passing clouds.,16 mph,82%,1011 mbar,N/A
10:20,12 °C,Partly sunny.,14 mph,77%,1011 mbar,N/A
10:50,12 °C,Partly sunny.,14 mph,77%,1011 mbar,N/A
11:20,12 °C,Scattered clouds.,15 mph,77%,1011 mbar,N/A
11:50,12 °C,Scattered clouds.,16 mph,77%,1010 mbar,N/A
12:50,12 °C,Sprinkles. Partly sunny.,12 mph,77%,1009 mbar,8 km
13:20,11 °C,Sprinkles. Partly sunny.,12 mph,94%,1009 mbar,8 km
13:50,11 °C,Broken clouds.,8 mph,94%,1008 mbar,N/A
14:20,12 °C,Light rain. Partly sunny.,13 mph,88%,1007 mbar,N/A
15:20,12 °C,Partly sunny.,20 mph,77%,1007 mbar,N/A
15:50,11 °C,Partly sunny.,17 mph,82%,1008 mbar,N/A
16:50,10 °C,Passing clouds.,15 mph,88%,1008 mbar,N/A
17:20,10 °C,Passing clouds.,13 mph,88%,1009 mbar,N/A
17:50,10 °C,Partly cloudy.,12 mph,88%,1009 mbar,N/A
18:50,10 °C,Cool.,15 mph,88%,1009 mbar,N/A
19:50,10 °C,Cool.,16 mph,82%,1009 mbar,N/A
20:50,9 °C,Cool.,17 mph,82%,1010 mbar,N/A
21:50,9 °C,Cool.,14 mph,82%,1011 mbar,N/A
22:50,9 °C,Passing clouds.,14 mph,82%,1011 mbar,N/A
23:50,9 °C,Passing clouds.,13 mph,87%,1011 mbar,N/A
"00:50
Mon, 3 Jan",9 °C,Passing clouds.,10 mph,82%,1011 mbar,N/A
01:50,10 °C,Passing clouds.,16 mph,82%,1011 mbar,N/A
02:50,9 °C,Cool.,15 mph,87%,1010 mbar,N/A
03:50,9 °C,Passing clouds.,16 mph,82%,1010 mbar,N/A
04:50,9 °C,Cool.,16 mph,82%,1010 mbar,N/A
05:50,9 °C,Passing clouds.,13 mph,82%,1010 mbar,N/A
06:50,9 °C,Clear.,9 mph,82%,1009 mbar,16 km
07:21,9 °C,Clear.,9 mph,82%,1009 mbar,16 km
07:50,9 °C,Passing clouds.,7 mph,82%,1009 mbar,N/A
09:24,9 °C,Broken clouds.,9 mph,87%,1009 mbar,N/A
10:20,10 °C,Scattered clouds.,12 mph,76%,1009 mbar,N/A
10:50,10 °C,Scattered clouds.,14 mph,76%,1009 mbar,N/A
11:21,10 °C,Broken clouds.,14 mph,76%,1008 mbar,N/A
12:23,10 °C,Partly sunny.,14 mph,82%,1008 mbar,N/A
12:50,11 °C,Partly sunny.,14 mph,77%,1007 mbar,N/A
13:21,11 °C,Cloudy.,12 mph,77%,1007 mbar,N/A
13:50,11 °C,Mostly cloudy.,13 mph,77%,1007 mbar,N/A
14:23,11 °C,Partly sunny.,13 mph,77%,1006 mbar,N/A
14:50,10 °C,Partly sunny.,12 mph,82%,1006 mbar,N/A
15:50,10 °C,Overcast.,8 mph,76%,1006 mbar,N/A
16:50,10 °C,Overcast.,3 mph,82%,1005 mbar,N/A
17:21,10 °C,Mostly cloudy.,6 mph,82%,1005 mbar,N/A
17:50,9 °C,Overcast.,7 mph,87%,1005 mbar,N/A
18:22,9 °C,Passing clouds.,5 mph,87%,1004 mbar,N/A
18:50,9 °C,Passing clouds.,6 mph,87%,1004 mbar,N/A
19:20,9 °C,Passing clouds.,6 mph,87%,1004 mbar,N/A
20:20,9 °C,Clear.,7 mph,87%,1003 mbar,16 km
20:50,9 °C,Overcast.,5 mph,87%,1003 mbar,N/A
21:20,9 °C,Passing clouds.,7 mph,87%,1002 mbar,N/A
21:50,9 °C,Partly cloudy.,5 mph,87%,1002 mbar,N/A
