time,temp,weather,wind,humidity,barometer,visibility
"00:50
Sat, 1 Feb",11ʡC,Passing clouds.,10 mph,88%,1002 mbar,N/A
01:50,11ʡC,Partly cloudy.,9 mph,88%,1002 mbar,N/A
02:50,11ʡC,Passing clouds.,10 mph,88%,1001 mbar,N/A
03:50,11ʡC,Partly cloudy.,14 mph,88%,1001 mbar,N/A
04:50,10ʡC,Passing clouds.,10 mph,88%,1001 mbar,N/A
05:50,10ʡC,Passing clouds.,10 mph,88%,1001 mbar,N/A
06:50,10ʡC,Partly cloudy.,15 mph,88%,1001 mbar,N/A
07:24,10ʡC,Partly cloudy.,10 mph,88%,1001 mbar,N/A
07:50,10ʡC,Partly sunny.,13 mph,82%,1001 mbar,N/A
08:20,10ʡC,Partly sunny.,15 mph,76%,1002 mbar,N/A
08:50,10ʡC,Partly sunny.,16 mph,76%,1002 mbar,N/A
09:20,10ʡC,Scattered clouds.,20 mph,71%,1002 mbar,N/A
09:50,10ʡC,Passing clouds.,18 mph,71%,1002 mbar,N/A
10:20,11ʡC,Passing clouds.,21 mph,67%,1002 mbar,N/A
10:50,11ʡC,Passing clouds.,24 mph,62%,1003 mbar,N/A
11:20,11ʡC,Passing clouds.,21 mph,67%,1003 mbar,N/A
11:50,11ʡC,Passing clouds.,22 mph,58%,1003 mbar,N/A
12:50,11ʡC,Scattered clouds.,24 mph,54%,1004 mbar,N/A
13:20,12ʡC,Scattered clouds.,24 mph,51%,1004 mbar,N/A
13:50,11ʡC,Sprinkles. Scattered clouds.,24 mph,58%,1004 mbar,N/A
14:20,11ʡC,Passing clouds.,29 mph,54%,1004 mbar,N/A
14:50,12ʡC,Passing clouds.,24 mph,51%,1005 mbar,N/A
15:50,10ʡC,Passing clouds.,25 mph,54%,1005 mbar,N/A
16:25,10ʡC,Passing clouds.,24 mph,58%,1006 mbar,N/A
16:50,10ʡC,Passing clouds.,24 mph,58%,1006 mbar,N/A
17:20,9ʡC,Passing clouds.,17 mph,62%,1007 mbar,N/A
17:50,9ʡC,Passing clouds.,17 mph,66%,1007 mbar,N/A
18:20,9ʡC,Passing clouds.,20 mph,66%,1007 mbar,N/A
18:50,9ʡC,Passing clouds.,17 mph,66%,1008 mbar,N/A
19:21,8ʡC,Passing clouds.,16 mph,71%,1008 mbar,N/A
19:50,8ʡC,Passing clouds.,13 mph,71%,1009 mbar,N/A
20:50,8ʡC,Clear.,13 mph,71%,1009 mbar,N/A
21:50,7ʡC,Passing clouds.,13 mph,76%,1010 mbar,N/A
22:50,7ʡC,Overcast.,10 mph,76%,1010 mbar,N/A
23:50,7ʡC,Passing clouds.,9 mph,81%,1010 mbar,N/A
